kind,path,classification,file_count,frontmatter_count,symlink
agent,/Users/steven/.agent-skills-backup-2026-08-18/agents,backup/archive,221,184,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/agents/skill-creator/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/agents/skill-installer/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/agents,backup/archive,215,179,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/agents/skill-creator/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/agents/skill-installer/agents,backup/archive,0,0,False
skill,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills,backup/archive,302,302,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/.system/imagegen/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/.system/openai-docs/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/.system/plugin-creator/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/.system/skill-creator/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/.system/skill-installer/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/agmsg/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/ask-matt/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/chat-history-export/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/claude-handoff/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/code-review/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/codebase-design/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/diagnosing-bugs/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/domain-modeling/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/git-guardrails-claude-code/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/grill-me/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/grill-with-docs/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/grilling/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/handoff/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/hyperframes-keyframes/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/implement/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/improve-codebase-architecture/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/loop-me/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/migrate-to-shoehorn/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/motion-graphics/agents,backup/archive,3,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/prototype/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-captions/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-create/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-docs/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-interactivity/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-maps/agents,backup/archive,0,0,False
